name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Cytobacillus oceanisediminis	665099	S	24	11	35	0.00000
Cytobacillus firmus	1399	S	15	0	15	0.00000
Neobacillus sp. Marseille-Q6967	2963105	S	39	0	39	0.00000
Anoxybacillus caldiproteolyticus	247480	S	15	0	15	0.00000
Anoxybacillus flavithermus	33934	S	11	2	13	0.00000
Halobacillus sp. SSHM10-5	2932259	S	19	1	20	0.00000
Rossellomorea vietnamensis	218284	S	29	2	31	0.00000
Anaerobacillus isosaccharinicus	1532552	S	26	0	26	0.00000
Lentibacillus sp. CBA3610	2518176	S	10	0	10	0.00000
Mesobacillus foraminis	279826	S	14	0	14	0.00000
Evansella cellulosilytica	1413	S	12	1	13	0.00000
Paenalkalicoccus suaedae	2592382	S	11	0	11	0.00000
Mangrovibacillus cuniculi	2593652	S	11	0	11	0.00000
Alkalihalophilus pseudofirmus	79885	S	10	0	10	0.00000
Staphylococcus epidermidis	1282	S	8994898	1043880	10038778	0.07027
Staphylococcus aureus	1280	S	38003	98526	136529	0.00096
Staphylococcus lugdunensis	28035	S	19372	243	19615	0.00014
Staphylococcus hominis	1290	S	5937	154	6091	0.00004
Staphylococcus capitis	29388	S	4192	191	4383	0.00003
Staphylococcus roterodami	2699836	S	4021	302	4323	0.00003
Staphylococcus schleiferi	1295	S	3592	856	4448	0.00003
Staphylococcus caprae	29380	S	3042	72	3114	0.00002
Staphylococcus warneri	1292	S	2943	446	3389	0.00002
Staphylococcus haemolyticus	1283	S	2817	109	2926	0.00002
Staphylococcus pettenkoferi	170573	S	2237	13	2250	0.00002
Staphylococcus agnetis	985762	S	1782	43	1825	0.00001
Staphylococcus simulans	1286	S	1379	14	1393	0.00001
Staphylococcus saccharolyticus	33028	S	1295	11	1306	0.00001
Staphylococcus pseudintermedius	283734	S	781	63	844	0.00001
Staphylococcus delphini	53344	S	49	1	50	0.00000
Staphylococcus pseudoxylosus	2282419	S	819	22	841	0.00001
Staphylococcus equorum	246432	S	806	443	1249	0.00001
Staphylococcus saprophyticus	29385	S	735	19	754	0.00001
Staphylococcus condimenti	70255	S	689	13	702	0.00000
Staphylococcus cohnii	29382	S	582	133	715	0.00001
Staphylococcus sp. NRL 22/194	3020908	S	298	46	344	0.00000
Staphylococcus sp. 17KM0847	2583989	S	117	41	158	0.00000
Staphylococcus sp. IVB6181	2929481	S	32	4	36	0.00000
Staphylococcus carnosus	1281	S	569	12	581	0.00000
Staphylococcus arlettae	29378	S	527	10	537	0.00000
Staphylococcus xylosus	1288	S	382	11	393	0.00000
Staphylococcus chromogenes	46126	S	369	7	376	0.00000
Staphylococcus felis	46127	S	258	2	260	0.00000
Staphylococcus simiae	308354	S	173	1	174	0.00000
Staphylococcus pasteuri	45972	S	143	2	145	0.00000
Staphylococcus nepalensis	214473	S	120	1	121	0.00000
Staphylococcus kloosii	29384	S	109	1	110	0.00000
Staphylococcus argenteus	985002	S	92	4	96	0.00000
Staphylococcus succinus	61015	S	65	0	65	0.00000
Staphylococcus gallinarum	1293	S	50	0	50	0.00000
Staphylococcus schweitzeri	1654388	S	50	3	53	0.00000
Staphylococcus auricularis	29379	S	48	0	48	0.00000
Staphylococcus ratti	2892440	S	33	0	33	0.00000
Staphylococcus debuckii	2044912	S	28	0	28	0.00000
Staphylococcus edaphicus	1955013	S	27	0	27	0.00000
Staphylococcus lutrae	155085	S	12	0	12	0.00000
Mammaliicoccus sciuri	1296	S	148	3	151	0.00000
Mammaliicoccus vitulinus	71237	S	18	0	18	0.00000
Mammaliicoccus sp. Marseille-Q6498	2962659	S	15	0	15	0.00000
Abyssicoccus albus	1817405	S	65	0	65	0.00000
Jeotgalicoccus sp. WY2	2708346	S	11	3	14	0.00000
Jeotgalicoccus saudimassiliensis	1461582	S	12	3	15	0.00000
Paenibacillus glucanolyticus	59843	S	887	84	971	0.00001
Paenibacillus urinalis	521520	S	755	7	762	0.00001
Paenibacillus sp. JNUCC-32	2777984	S	22	2	24	0.00000
Paenibacillus sp. B01	2660554	S	14	0	14	0.00000
Paenibacillus sp. BT-177	2986930	S	11	1	12	0.00000
Paenibacillus polymyxa	1406	S	39	4	43	0.00000
Paenibacillus physcomitrellae	1619311	S	23	0	23	0.00000
Paenibacillus guangzhouensis	1473112	S	20	0	20	0.00000
Paenibacillus thiaminolyticus	49283	S	11	0	11	0.00000
Brevibacillus agri	51101	S	13	9	22	0.00000
Planococcus sp. MB-3u-03	2058136	S	44	4	48	0.00000
Planococcus rifietoensis	200991	S	29	3	32	0.00000
Viridibacillus sp. JNUCC-6	2779527	S	44	9	53	0.00000
Paenisporosarcina cavernae	2320858	S	23	2	25	0.00000
Solibacillus silvestris	76853	S	26	1	27	0.00000
Listeria monocytogenes	1639	S	119	63	182	0.00000
Brochothrix thermosphacta	2756	S	39	2	41	0.00000
Exiguobacterium antarcticum	132920	S	23	17	40	0.00000
Thermoactinomyces vulgaris	2026	S	19	1	20	0.00000
Laceyella sacchari	37482	S	11	1	12	0.00000
Enterococcus faecalis	1351	S	6644288	3134270	9778558	0.06845
Enterococcus wangshanyuanii	2005703	S	1820	5	1825	0.00001
Enterococcus rotai	118060	S	1724	2	1726	0.00001
Enterococcus mundtii	53346	S	1682	24	1706	0.00001
Enterococcus cecorum	44008	S	1507	30	1537	0.00001
Enterococcus sp. LX10	2920934	S	1269	6771	8040	0.00006
Enterococcus raffinosus	71452	S	1159	56	1215	0.00001
Enterococcus dispar	44009	S	734	27	761	0.00001
Enterococcus avium	33945	S	729	44	773	0.00001
Enterococcus casseliflavus	37734	S	708	262	970	0.00001
Enterococcus thailandicus	417368	S	519	10	529	0.00000
Enterococcus durans	53345	S	500	31	531	0.00000
Enterococcus gilvus	160453	S	425	10	435	0.00000
Enterococcus faecium	1352	S	295	1657	1952	0.00001
Enterococcus saigonensis	1805431	S	272	15	287	0.00000
Enterococcus hirae	1354	S	226	14	240	0.00000
Enterococcus gallinarum	1353	S	18	45	63	0.00000
Tetragenococcus halophilus	51669	S	431	4	435	0.00000
Tetragenococcus osmophilus	526944	S	22	0	22	0.00000
Vagococcus coleopterorum	2714946	S	129	3	132	0.00000
Vagococcus fluvialis	2738	S	58	10	68	0.00000
Vagococcus lutrae	81947	S	53	4	57	0.00000
Vagococcus carniphilus	218144	S	44	9	53	0.00000
Vagococcus penaei	633807	S	29	6	35	0.00000
Melissococcus plutonius	33970	S	12	0	12	0.00000
Streptococcus mutans	1309	S	6326113	430517	6756630	0.04730
Streptococcus troglodytae	1111760	S	12069	1397	13466	0.00009
Streptococcus ratti	1341	S	1784	13	1797	0.00001
Streptococcus intermedius	1338	S	706	97	803	0.00001
Streptococcus constellatus	76860	S	92	3130	3222	0.00002
Streptococcus anginosus	1328	S	11	14	25	0.00000
Streptococcus cristatus	45634	S	784	649	1433	0.00001
Streptococcus sp. Marseille-Q6470	2972784	S	165	15	180	0.00000
Streptococcus sp. HSISS2	1316411	S	99	39	138	0.00000
Streptococcus agalactiae	1311	S	307	3801	4108	0.00003
Streptococcus thermophilus	1308	S	273	169	442	0.00000
Streptococcus himalayensis	1888195	S	265	13	278	0.00000
Streptococcus pantholopis	1811193	S	242	1	243	0.00000
Streptococcus gordonii	1302	S	205	10	215	0.00000
Streptococcus equinus	1335	S	168	41	209	0.00000
Streptococcus suis	1307	S	165	85	250	0.00000
Streptococcus urinalis	149016	S	139	16	155	0.00000
Streptococcus pyogenes	1314	S	123	142	265	0.00000
Streptococcus oriscaviae	2781599	S	108	3	111	0.00000
Streptococcus oralis	1303	S	103	24	127	0.00000
Streptococcus mitis	28037	S	85	19	104	0.00000
Streptococcus halotolerans	1814128	S	84	0	84	0.00000
Streptococcus sobrinus	1310	S	77	0	77	0.00000
Streptococcus dysgalactiae	1334	S	45	192	237	0.00000
Streptococcus equi	1336	S	27	0	27	0.00000
Streptococcus alactolyticus	29389	S	63	6	69	0.00000
Streptococcus uberis	1349	S	45	1	46	0.00000
Streptococcus salivarius	1304	S	40	20	60	0.00000
Streptococcus pneumoniae	1313	S	37	133	170	0.00000
Streptococcus canis	1329	S	33	3	36	0.00000
Streptococcus sanguinis	1305	S	31	1	32	0.00000
Streptococcus ferus	1345	S	28	0	28	0.00000
Streptococcus parauberis	1348	S	23	1	24	0.00000
Streptococcus merionis	400065	S	22	0	22	0.00000
Streptococcus infantis	68892	S	21	2	23	0.00000
Streptococcus australis	113107	S	20	20	40	0.00000
Streptococcus halichoeri	254785	S	14	0	14	0.00000
Streptococcus iniae	1346	S	14	0	14	0.00000
Streptococcus chenjunshii	2173853	S	13	0	13	0.00000
Streptococcus porcinus	1340	S	12	0	12	0.00000
Streptococcus pseudopneumoniae	257758	S	11	4	15	0.00000
Streptococcus pseudoporcinus	361101	S	11	0	11	0.00000
Lactococcus lactis	1358	S	47	52	99	0.00000
Lactococcus garvieae	1363	S	31	76	107	0.00000
Lactococcus cremoris	1359	S	21	27	48	0.00000
Floricoccus penangensis	1859475	S	20	0	20	0.00000
Lactobacillus gasseri	1596	S	5730321	736582	6466903	0.04527
Lactobacillus johnsonii	33959	S	9055	152	9207	0.00006
Lactobacillus paragasseri	2107999	S	6946	1323	8269	0.00006
Lactobacillus taiwanensis	508451	S	2135	19	2154	0.00002
Lactobacillus iners	147802	S	357	6	363	0.00000
Lactobacillus sp. JM1	2690380	S	95	205	300	0.00000
Lactobacillus sp. PV034	2594495	S	87	83	170	0.00000
Lactobacillus sp. IBH004	2879107	S	18	7	25	0.00000
Lactobacillus amylovorus	1604	S	131	2	133	0.00000
Lactobacillus jensenii	109790	S	120	2	122	0.00000
Lactobacillus helveticus	1587	S	76	3	79	0.00000
Lactobacillus crispatus	47770	S	75	1	76	0.00000
Lactobacillus acidophilus	1579	S	68	10	78	0.00000
Lactobacillus delbrueckii	1584	S	56	6	62	0.00000
Lactobacillus panisapium	2012495	S	53	0	53	0.00000
Lactobacillus amylolyticus	83683	S	43	0	43	0.00000
Lactobacillus kefiranofaciens	267818	S	42	1	43	0.00000
Lactobacillus acetotolerans	1600	S	41	0	41	0.00000
Lactobacillus intestinalis	151781	S	33	0	33	0.00000
Lactobacillus ultunensis	227945	S	20	0	20	0.00000
Lactobacillus apis	303541	S	12	0	12	0.00000
Limosilactobacillus reuteri	1598	S	126	227	353	0.00000
Limosilactobacillus mucosae	97478	S	67	143	210	0.00000
Limosilactobacillus fermentum	1613	S	36	40	76	0.00000
Lactiplantibacillus plantarum	1590	S	319	16	335	0.00000
Lacticaseibacillus paracasei	1597	S	283	10	293	0.00000
Loigolactobacillus bifermentans	1607	S	101	14	115	0.00000
Ligilactobacillus salivarius	1624	S	26	2	28	0.00000
Latilactobacillus sakei	1599	S	25	6	31	0.00000
Nicolia spurrieriana	2925830	S	36	0	36	0.00000
Companilactobacillus crustorum	392416	S	15	5	20	0.00000
Periweissella cryptocerci	2506420	S	27	0	27	0.00000
Lentilactobacillus laojiaonis	2883998	S	10	1	11	0.00000
Levilactobacillus suantsaii	2292255	S	11	0	11	0.00000
Levilactobacillus brevis	1580	S	10	0	10	0.00000
Apilactobacillus apinorum	1218495	S	12	6	18	0.00000
Secundilactobacillus malefermentans	176292	S	10	0	10	0.00000
Acetilactobacillus jinshanensis	1720083	S	14	0	14	0.00000
Jeotgalibaca arthritidis	1868794	S	508	17	525	0.00000
Jeotgalibaca porci	1868793	S	33	0	33	0.00000
Jeotgalibaca dankookensis	708126	S	11	0	11	0.00000
Carnobacterium viridans	174587	S	111	67	178	0.00000
Carnobacterium maltaromaticum	2751	S	17	0	17	0.00000
Carnobacterium divergens	2748	S	10	0	10	0.00000
Granulicatella elegans	137732	S	12	4	16	0.00000
Dolosigranulum pigrum	29394	S	21	0	21	0.00000
Marinilactibacillus sp. 15R	1911586	S	12	0	12	0.00000
Suicoccus acidiformans	2036206	S	132	1	133	0.00000
Aerococcus urinaeequi	51665	S	24	12	36	0.00000
Aerococcus urinae	1376	S	16	0	16	0.00000
Clostridium beijerinckii	1520	S	13928133	7539487	21467620	0.15028
Clostridium sp. MF28	1702238	S	21391	73546	94937	0.00066
Clostridium sp. DL-VIII	641107	S	18257	324	18581	0.00013
Clostridium sp. BJN0001	2930219	S	687	7	694	0.00000
Clostridium sp. BNL1100	755731	S	376	2	378	0.00000
Clostridium sp. JN-9	2507159	S	228	0	228	0.00000
Clostridium sp. JN-1	2483110	S	68	0	68	0.00000
Clostridium sp. 'deep sea'	2779445	S	29	0	29	0.00000
Clostridium sp. C1	1155388	S	15	0	15	0.00000
Clostridium sp. MD294	97138	S	14	0	14	0.00000
Clostridium sp. LQ25	2992805	S	13	56	69	0.00000
Clostridium sp. 001	1970093	S	12	2	14	0.00000
Clostridium sp. AWRP	2212991	S	11	1	12	0.00000
Clostridium saccharoperbutylacetonicum	36745	S	19602	152	19754	0.00014
Clostridium diolis	223919	S	17926	74610	92536	0.00065
Clostridium gelidum	704125	S	16800	97	16897	0.00012
Clostridium saccharobutylicum	169679	S	15516	218	15734	0.00011
Clostridium neonatale	137838	S	6933	30	6963	0.00005
Clostridium botulinum	1491	S	5242	870	6112	0.00004
Clostridium baratii	1561	S	2569	19	2588	0.00002
Clostridium taeniosporum	394958	S	2513	24	2537	0.00002
Clostridium manihotivorum	2320868	S	2100	7	2107	0.00001
Clostridium estertheticum	238834	S	1533	12	1545	0.00001
Clostridium butyricum	1492	S	1419	1181	2600	0.00002
Clostridium pasteurianum	1501	S	1169	2	1171	0.00001
Clostridium isatidis	182773	S	1167	14	1181	0.00001
Clostridium felsineum	36839	S	1097	4	1101	0.00001
Clostridium bornimense	1216932	S	883	89	972	0.00001
Clostridium scatologenes	1548	S	653	100	753	0.00001
Clostridium tyrobutyricum	1519	S	607	1	608	0.00000
Clostridium cadaveris	1529	S	544	4	548	0.00000
Clostridium intestinale	36845	S	538	1	539	0.00000
Clostridium chauvoei	46867	S	531	39	570	0.00000
Clostridium drakei	332101	S	519	80	599	0.00000
Clostridium carboxidivorans	217159	S	502	12	514	0.00000
Clostridium perfringens	1502	S	489	349	838	0.00001
Clostridium tagluense	360422	S	396	3	399	0.00000
Clostridium kluyveri	1534	S	331	0	331	0.00000
Clostridium acetobutylicum	1488	S	327	0	327	0.00000
Clostridium sporogenes	1509	S	317	573	890	0.00001
Clostridium tetani	1513	S	312	1	313	0.00000
Clostridium septicum	1504	S	310	3	313	0.00000
Clostridium argentinense	29341	S	268	1	269	0.00000
Clostridium cellulovorans	1493	S	254	0	254	0.00000
Clostridium cochlearium	1494	S	241	2	243	0.00000
Clostridium gasigenes	94869	S	186	0	186	0.00000
Clostridium formicaceticum	1497	S	149	1	150	0.00000
Clostridium novyi	1542	S	92	14	106	0.00000
Clostridium thermarum	1716543	S	78	16	94	0.00000
Clostridium fermenticellae	2068654	S	46	0	46	0.00000
Clostridium aceticum	84022	S	14	0	14	0.00000
Clostridium ljungdahlii	1538	S	13	27	40	0.00000
Geosporobacter ferrireducens	1424294	S	37	0	37	0.00000
Sarcina sp. JB2	2726954	S	33	0	33	0.00000
Oceanirhabdus sp. W0125-5	2999116	S	24	0	24	0.00000
Crassaminicella profunda	1286698	S	17	0	17	0.00000
Alkaliphilus metalliredigens	208226	S	12	0	12	0.00000
Serpentinicella alkaliphila	1734049	S	10	0	10	0.00000
Clostridioides difficile	1496	S	116	480	596	0.00000
Clostridioides sp. ES-S-0054-01	2770780	S	30	9	39	0.00000
Romboutsia ilealis	1115758	S	68	0	68	0.00000
Romboutsia sp. CE17	2724150	S	14	0	14	0.00000
Paeniclostridium sordellii	1505	S	38	0	38	0.00000
Anaerostipes hadrus	649756	S	57	1	58	0.00000
Butyrivibrio fibrisolvens	831	S	14	0	14	0.00000
Butyrivibrio crossotus	45851	S	12	0	12	0.00000
[Clostridium] scindens	29347	S	15	0	15	0.00000
Dorea longicatena	88431	S	15	0	15	0.00000
[Ruminococcus] gnavus	33038	S	16	227	243	0.00000
Blautia obeum	40520	S	10	1	11	0.00000
Lacrimispora sphenoides	29370	S	10	0	10	0.00000
Christensenella sp. Marseille-P3954	2086585	S	166	2	168	0.00000
Candidatus Contubernalis alkalaceticum	338645	S	106	0	106	0.00000
Acetivibrio thermocellus	1515	S	14	5	19	0.00000
Desulfitobacterium metallireducens	142877	S	30	1	31	0.00000
Desulfitobacterium dichloroeliminans	233055	S	13	1	14	0.00000
Fenollaria sporofastidiosus	2811778	S	29	1	30	0.00000
Desulforamulus reducens	59610	S	15	0	15	0.00000
Mahella australiensis	252966	S	55	15	70	0.00000
Acetohalobium arabaticum	28187	S	15	0	15	0.00000
Finegoldia magna	1260	S	32	1	33	0.00000
Peptoniphilus harei	54005	S	10	0	10	0.00000
Gottschalkia acidurici	1556	S	29	3	32	0.00000
Sedimentibacter sp. zth1	2816908	S	17	0	17	0.00000
Sporomusa termitida	2377	S	18	18	36	0.00000
Pelosinus fermentans	365349	S	10	7	17	0.00000
Limnochorda pilosa	1555112	S	43	0	43	0.00000
Deinococcus radiodurans	1299	S	17231072	244741	17475813	0.12233
Deinococcus wulumuqiensis	980427	S	7576	65	7641	0.00005
Deinococcus sp. NW-56	2080419	S	335	0	335	0.00000
Deinococcus sp. TS-293	2737050	S	74	0	74	0.00000
Deinococcus sp. KNUC1210	2917691	S	68	0	68	0.00000
Deinococcus sp. AJ005	2652443	S	22	0	22	0.00000
Deinococcus sp. QL22	2939437	S	19	0	19	0.00000
Deinococcus actinosclerus	1768108	S	505	5	510	0.00000
Deinococcus gobiensis	502394	S	413	0	413	0.00000
Deinococcus metallilatus	1211322	S	157	0	157	0.00000
Deinococcus aetherius	200252	S	145	0	145	0.00000
Deinococcus irradiatisoli	2202254	S	135	0	135	0.00000
Deinococcus aquaticus	328692	S	122	0	122	0.00000
Deinococcus puniceus	1182568	S	92	0	92	0.00000
Deinococcus radiopugnans	57497	S	77	0	77	0.00000
Deinococcus deserti	310783	S	58	0	58	0.00000
Deinococcus ficus	317577	S	58	0	58	0.00000
Deinococcus proteolyticus	55148	S	25	0	25	0.00000
Deinococcus radiophilus	32062	S	24	0	24	0.00000
Deinococcus geothermalis	68909	S	22	0	22	0.00000
Deinococcus maricopensis	309887	S	18	0	18	0.00000
Deinococcus psychrotolerans	2489213	S	15	0	15	0.00000
Oceanithermus profundus	187137	S	43	0	43	0.00000
Truepera radiovictrix	332249	S	130	0	130	0.00000
Bifidobacterium adolescentis	1680	S	2262782	1901775	4164557	0.02915
Bifidobacterium sp. KRGSERBCFTRI	2985571	S	5484	3882258	3887742	0.02721
Bifidobacterium longum	216816	S	2770	4959	7729	0.00005
Bifidobacterium catenulatum	1686	S	2050	771	2821	0.00002
Bifidobacterium dentium	1689	S	1353	23	1376	0.00001
Bifidobacterium pseudocatenulatum	28026	S	760	215	975	0.00001
Bifidobacterium angulatum	1683	S	750	43	793	0.00001
Bifidobacterium pseudolongum	1694	S	458	12	470	0.00000
Bifidobacterium breve	1685	S	389	188	577	0.00000
Bifidobacterium scardovii	158787	S	377	3	380	0.00000
Bifidobacterium pullorum	78448	S	266	11	277	0.00000
Bifidobacterium thermophilum	33905	S	250	1	251	0.00000
Bifidobacterium subtile	77635	S	178	0	178	0.00000
Bifidobacterium lemurum	1603886	S	161	14	175	0.00000
Bifidobacterium eulemuris	1765219	S	154	14	168	0.00000
Bifidobacterium choerinum	35760	S	147	5	152	0.00000
Bifidobacterium bifidum	1681	S	132	223	355	0.00000
Bifidobacterium asteroides	1684	S	123	0	123	0.00000
Bifidobacterium imperatoris	2020965	S	105	41	146	0.00000
Bifidobacterium animalis	28025	S	97	3951	4048	0.00003
Bifidobacterium saguini	762210	S	77	30	107	0.00000
Bifidobacterium actinocoloniiforme	638619	S	72	0	72	0.00000
Bifidobacterium indicum	1691	S	13	8	21	0.00000
Streptomyces sp. HNA39	2850561	S	448	214	662	0.00000
Streptomyces sp. S1A1-7	2594459	S	301	359	660	0.00000
Streptomyces sp. M92	2944250	S	167	20	187	0.00000
Streptomyces sp. CA-210063	2801029	S	73	4	77	0.00000
Streptomyces sp. RerS4	2942449	S	53	3	56	0.00000
Streptomyces sp. T12	477697	S	51	3	54	0.00000
Streptomyces sp. SCUT-3	2684469	S	38	1	39	0.00000
Streptomyces sp. MST-110588	2833628	S	34	1	35	0.00000
Streptomyces sp. Sge12	1972846	S	27	5	32	0.00000
Streptomyces sp. SAT1	1849967	S	23	1	24	0.00000
Streptomyces sp. CNQ-509	444103	S	20	0	20	0.00000
Streptomyces sp. JB150	2714844	S	17	1	18	0.00000
Streptomyces sp. S063	2005885	S	17	4	21	0.00000
Streptomyces sp. MOE7	1961713	S	15	11	26	0.00000
Streptomyces sp. ST13-2-2	2879846	S	14	0	14	0.00000
Streptomyces sp. YIM 121038	2136401	S	12	1	13	0.00000
Streptomyces sp. Je 1-369	2966192	S	12	1	13	0.00000
Streptomyces tubercidicus	47759	S	466	67	533	0.00000
Streptomyces hygroscopicus	1912	S	224	194	418	0.00000
Streptomyces rapamycinicus	1226757	S	14	1	15	0.00000
Streptomyces albus	1888	S	232	309	541	0.00000
Streptomyces niveus	193462	S	110	8	118	0.00000
Streptomyces roseirectus	2768066	S	102	4	106	0.00000
Streptomyces noursei	1971	S	84	40	124	0.00000
Streptomyces rutgersensis	53451	S	81	10	91	0.00000
Streptomyces liliifuscus	2797636	S	69	3	72	0.00000
Streptomyces xiamenensis	408015	S	60	30	90	0.00000
Streptomyces globisporus	1908	S	42	22	64	0.00000
Streptomyces yangpuensis	1648182	S	36	5	41	0.00000
Streptomyces kanamyceticus	1967	S	30	3	33	0.00000
Streptomyces lavendulae	1914	S	27	2	29	0.00000
Streptomyces clavuligerus	1901	S	26	0	26	0.00000
